,Owner_Type,Age,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Jaguar,Brand_Jeep,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Model_Type_Hatchback,Model_Type_SUV/MUV/MPV,Model_Type_Sedan,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,LOG_Kilometers_Driven,LOG_Mileage_Converted,LOG_Engine,LOG_Power,LOG_Seats,LOG_Price
70,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10.71836552166722,2.830267833826459,7.087573705557973,4.368181227851829,1.6094379124341003,1.247032293786383
71,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.93428484717576,2.97756830292632,7.2868764117507,4.686750172980514,1.6094379124341003,1.9344157696295783
72,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.526748605631907,2.803360380906535,7.088408778675395,4.463606621666305,1.6094379124341003,1.8656293177945105
73,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.933106969717286,2.9193910402972683,7.584773077612199,5.235058026908846,1.6094379124341003,3.3843902633457743
74,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,12.345834587905333,2.517696472610991,7.599901959208498,4.882801922586371,2.0794415416798357,1.5040773967762742
75,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.55214617812351,2.5494451709255714,7.821643126239982,4.624972813284271,1.9459101490553132,2.463853240590168
76,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.462684248533481,3.131136910560194,7.129297548929373,4.30406509320417,1.6094379124341003,1.3217558399823195
77,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11.156250521031495,2.866192902199006,7.084226422097916,4.485259889315534,1.6094379124341003,1.5040773967762742
78,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10.914069763697203,2.8903717578961645,7.088408778675395,4.462453883786496,1.6094379124341003,1.572773928062509
79,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.161053255132654,2.995732273553991,7.243512974665482,4.219507705176107,1.6094379124341003,1.0296194171811581
80,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.50929889691453,3.1441522786722644,7.129297548929373,4.303253953508486,1.6094379124341003,1.1346227261911428
81,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10.858998997563564,2.8791984572980396,7.311218384419629,4.76473475565943,1.6094379124341003,1.1786549963416462
82,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.225243392518447,2.8172035149987327,7.598399329323964,5.384495062789089,1.6094379124341003,2.631888840136646
83,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11.471895115412236,3.013572191682322,7.087573705557973,4.368181227851829,1.6094379124341003,0.8109302162163288
84,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9.680344001221918,2.9391619220655967,7.087573705557973,4.406719247264253,1.6094379124341003,1.749199854809259
85,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9.849506438669614,2.8791984572980396,7.088408778675395,4.462453883786496,1.6094379124341003,1.6094379124341003
86,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.580584113444043,2.5649493574615367,8.000349495324684,5.126935749792416,1.9459101490553132,2.803360380906535
87,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.78657304197918,2.8724340572094973,7.584773077612199,5.160950054755124,1.6094379124341003,3.6783239401744194
