,Owner_Type,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Jaguar,Brand_Jeep,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Model_Type_Hatchback,Model_Type_SUV/MUV/MPV,Model_Type_Sedan,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Z_Age,Z_Kilometers_Driven,Z_Mileage_Converted,Z_Engine,Z_Power,Z_Seats,Z_Price
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.48039664941446936,0.45322180292077724,1.4785183350177153,-0.6027135439118154,-0.7999966214135901,-0.32506825614769624,-0.13847956615032386
13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.16426221732428528,0.6088446528956929,-1.4357329228992282,1.050784046515529,1.4393103291562324,-0.32506825614769624,1.691124565023429
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.16426221732428528,1.2020740956711653,-1.1759343657151071,1.4310814423633667,1.2784460858272793,2.0916852436215922,1.0074825611979474
15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.7965310815046535,0.3289297046864647,1.5785906913118584,-0.06100001443026687,-0.10950583833925034,-0.32506825614769624,-0.18077798940483758
16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1.1126655135948376,-0.8717859571974221,1.9869293856009094,-0.6027135439118154,-0.7999966214135901,-0.32506825614769624,-0.06017552530948209
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.16426221732428528,0.7113219963697464,0.5902573155180459,-0.13520026614509886,-0.5007873779307687,-0.32506825614769624,0.005872625126587659
18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.16426221732428528,0.7298276250987242,-0.7734565678766064,1.0013582398934386,1.1671005796837999,-0.32506825614769624,1.7334229882779428
19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.16426221732428528,-0.4839376163922309,1.0323075733030411,0.7890423491812051,1.4686113580116391,-0.32506825614769624,1.2545432065478166
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.48039664941446936,0.24178970934165805,1.2085418407517412,-0.6027135439118154,-0.36950181099979107,-0.32506825614769624,0.31215122831436104
21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.48039664941446936,0.25669499909223026,-1.166494009086413,0.7726384974301308,1.2982349900186794,-0.32506825614769624,1.5296468877781524
22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.100275511036451,-0.02415831725821793,0.16406717404063717,-0.7265020421046615,-0.6124336637309199,-0.32506825614769624,-1.4141767716649358
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.100275511036451,-0.48317391394562215,-0.9014598499669622,0.13072383003629007,0.009501583586584882,-0.32506825614769624,-0.9240781186213652
24,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.4680066468560829,0.15118303769380204,-0.24587567400413404,-0.06298121832354857,0.2877025922801978,-0.32506825614769624,-0.4593119827329993
25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.4680066468560829,0.2061647599115407,1.1047857432875277,-0.13520026614509886,-1.183353492912386,-0.32506825614769624,-0.4593119827329993
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.1518722147658988,0.2061647599115407,0.6868944484107009,-1.265936477155569,-1.0354827181212134,-0.32506825614769624,-0.9656210508125129
27,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-1.4287999456850216,-0.3068558126423038,-0.07226467424266396,-0.7215490314051484,-0.3640710197044505,-0.32506825614769624,0.5242055022029269
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2.0486788073070032,2.416857607287402,-1.402376838849007,1.4513738152715259,-0.027944145452596856,2.0916852436215922,-0.529823173977277
29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1518722147658988,0.3995392133179288,0.27972176824394357,-0.13520026614509886,0.1195733307417008,-0.32506825614769624,0.23943514835068733
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.4680066468560829,0.8835940104720238,-0.8632380746270977,0.48058129965290874,0.7010378535415399,-0.32506825614769624,0.07875546664351268
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1518722147658988,0.6088446528956929,-1.9778708984810267,1.682436297867854,1.3914120226615352,2.0916852436215922,0.7954282873093821
32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.100275511036451,-0.4008125556223985,-1.53740020848825,1.6846364112203946,1.3318421136474066,-0.32506825614769624,0.6984489347295169
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.16426221732428528,0.24277488089691746,-0.42951892118683005,0.13072383003629007,0.007178223172083014,-0.32506825614769624,0.11772605228820146
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.416409943126635,0.8215459538048023,-1.0212671786343257,-1.0843239632852264,-1.149281238615883,-0.32506825614769624,-1.426683112069691
35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-1.4287999456850216,0.10053740443343379,1.3238511479369341,-0.6027135439118154,-0.36950181099979107,-0.32506825614769624,0.36452616849514263
36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1.1126655135948376,0.15333814091578446,0.08283645793465672,-0.7240245031548888,-0.5530272004536142,-0.32506825614769624,-0.3057161657937313
37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1518722147658988,0.8411805674191739,-1.770009967154479,1.986539728738525,2.1746166378340073,-0.32506825614769624,1.7334229882779428
38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.1518722147658988,0.3995392133179288,0.914481229015043,-0.7215490314051484,-0.8032499545966264,-0.32506825614769624,-0.27028971792892675
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.7325443752168193,0.9211874436629902,0.43135169836374054,-1.93690235558369,-1.9281504255416864,-0.32506825614769624,-1.8826588163088431
40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.16426221732428528,-1.20542601298535,1.5121381062624262,-2.6591791418757653,-2.435303870311793,-1.9278244419326989,-1.6475725333357845
41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1.1126655135948376,-1.04862131106129,1.4987220733230693,-0.7240245031548888,-0.7043877681217388,0.984478899629125,-0.14264085306213942
42,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.16426221732428528,-0.3814704394999009,0.16406717404063717,-0.7265020421046615,-0.52676550160507,-0.32506825614769624,-0.33239901061531574
43,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.16426221732428528,-0.006938669539451592,-0.8369766462516115,0.7949849705369693,0.8986144364330184,-0.32506825614769624,0.39380428875671447
44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.7965310815046535,0.15336505871977305,-0.9370490025457544,0.48058129965290874,0.6998180746680782,-0.32506825614769624,0.5486188397765749
45,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7325443752168193,0.3063093396944803,-0.7562963068743779,0.7830878008302703,0.20135685199255637,-0.32506825614769624,-0.4593119827329993
46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4680066468560829,0.5834198299785675,-1.9513258703452967,1.68023455177798,1.110168725159453,2.0916852436215922,0.6414492755271161
47,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.16426221732428528,0.6659848015491017,1.3413167943116784,-0.9237673118362945,-0.8995628100946776,-0.32506825614769624,-0.5742774429855598
48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.4680066468560829,0.6808362858732953,-0.30963817144694816,1.4561283879556606,0.04179521640949528,0.984478899629125,-0.1594365016225546
49,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.48039664941446936,-1.7190241072527632,-0.16811517898979217,0.7486152672275479,1.2615310850997488,-0.32506825614769624,1.4224010385398593
50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.16426221732428528,0.15333814091578446,1.0714876956446917,-0.6027135439118154,-0.7999966214135901,-0.32506825614769624,-0.4593119827329993
51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-0.16426221732428528,0.1800006473659439,2.3959900514138303e-05,-0.6027135439118154,-0.7677029885906818,-0.32506825614769624,-0.7535667769239472
52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.1518722147658988,0.4796088004896528,1.9869293856009094,-0.6027135439118154,-0.7999966214135901,-0.32506825614769624,-0.5742774429855598
53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.48039664941446936,0.2061647599115407,0.25504131487791076,-0.7265020421046615,-0.5530272004536142,-0.32506825614769624,-0.6523657193417538
54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.48039664941446936,-0.24934175206836529,-0.7165229342841297,0.13072383003629007,0.00019464926339295876,-0.32506825614769624,-0.5327345107944121
55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-1.1126655135948376,-1.449840794145358,1.473452367873193,-1.9257417679276596,-1.5894217654951177,-0.32506825614769624,-0.7535667769239472
56,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.100275511036451,-0.526246212866681,0.5714991815867576,-0.7265020421046615,-0.6457434906649202,-0.32506825614769624,-1.2959961650632266
57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.100275511036451,1.344845410726945,-1.2426102048612824,0.7890423491812051,0.861093188614195,-0.32506825614769624,0.23943514835068733
58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.100275511036451,-0.23861572819472354,0.09453626975629673,-1.265936477155569,-1.0354827181212134,-0.32506825614769624,-1.1990168124833616
59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1.1126655135948376,-1.050719346826808,-1.1196040201461899,1.3287240101049123,0.8643509271244859,3.0507910043078104,1.1183357775043195
60,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.100275511036451,0.6088446528956929,0.4956281699343126,-0.26385319740738356,-1.003428127428982,-0.32506825614769624,-0.9656210508125129
61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.48039664941446936,0.30618867771723474,-1.770009967154479,0.4772792929459622,1.4174213518966905,-0.32506825614769624,1.6781291398694425
62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.784141078946267,0.46568093168308416,-0.5068703720806732,1.0082723719435451,1.2010203291770936,-0.32506825614769624,0.5358948312610319
63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.7965310815046535,1.8757730619484023,1.4446306743259725,-0.2702221144577236,-0.968305758804302,-0.32506825614769624,-1.0764742671188847
64,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4680066468560829,0.4799072659967694,-0.30963817144694816,0.7486152672275479,0.7339121161542204,-0.32506825614769624,0.8849400158334708
65,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0486788073070032,0.4219355193726783,-0.34835964301668293,-0.06298121832354857,-0.6733442467960352,-0.32506825614769624,-1.426683112069691
66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-0.7965310815046535,0.4219355193726783,1.36218132797494,-0.6027135439118154,-0.36950181099979107,2.0916852436215922,0.2979671689729586
67,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1.4287999456850216,-1.7871125108148915,0.9202582897833146,-0.2702221144577236,-0.3640710197044505,-0.32506825614769624,0.5926416198349423
68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.7325443752168193,0.6281517074952646,-3.143416187768962,3.3975618224952053,3.796463249481231,-0.32506825614769624,0.9680523969831548
69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.48039664941446936,0.25027979814378826,-0.6995904145777694,1.050784046515529,0.7339121161542204,2.0916852436215922,0.4944576286687169
70,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4680066468560829,-0.04351205743441303,-0.20807205695721454,-0.7265020421046615,-0.6457434906649202,-0.32506825614769624,-0.6917958835565464
71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.48039664941446936,0.2587187008050059,0.41837900224008717,-0.13520026614509886,0.12068226808433125,-0.32506825614769624,0.10768502487852416
72,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.7965310815046535,-0.31172577887159436,-0.3225061961354177,-0.7240245031548888,-0.4161653068006319,-0.32506825614769624,0.027680985017562686
73,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.16426221732428528,0.25706997947564225,0.17095814867538256,0.7486152672275479,1.4398229734203183,-0.32506825614769624,1.7941191132480658
74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.3648132393971872,2.234520299057403,-1.53740020848825,0.7935004307412005,0.5923513156906184,3.0507910043078104,-0.39283226329340326
75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.4680066468560829,1.1235634667811225,-1.402376838849007,1.4513738152715259,-0.027944145452596856,2.0916852436215922,0.7234623385881941
76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.4680066468560829,0.9983400911065526,1.0714876956446917,-0.6027135439118154,-0.7999966214135901,-0.32506825614769624,-0.6048865371819689
77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.1126655135948376,0.5694127702429395,-0.05528709115740912,-0.7364329391425463,-0.3640710197044505,-0.32506825614769624,-0.39283226329340326
78,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.7965310815046535,0.23042285469114804,0.04754265442469763,-0.7240245031548888,-0.4189386091506589,-0.32506825614769624,-0.31293280808510565
79,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.4680066468560829,0.5761353457493082,0.4956281699343126,-0.26385319740738356,-1.003428127428982,-0.32506825614769624,-0.9446641153402822
80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.1518722147658988,1.0635884448242512,1.1268404802588514,-0.6027135439118154,-0.8019480933515253,-0.32506825614769624,-0.8225370293305203
